log_pl_id, uid, eid, log_ts, gid, cid, vid, client_ip, pl_detail, cd_id, sessionid, client_ts, host_domain, referrer_host, referrer_path, multiplayer_seqid
1166, 603AAFB2-A0AB-20C7-FC14-6DB541074317, 0, 1654194063, 202207, 3, 1, 205.175.106.192, {"user_agent":"Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/101.0.4951.64 Safari\/537.36"}, 0, 089A1498-F534-41B0-1685-2D1FF4E06D6D, 1654196579603, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1167, 29849400-1CF5-0A03-8294-442AB19E8EE6, 0, 1654194080, 202207, 3, 1, 73.109.244.225, {"user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/100.0.4896.127 Safari\/537.36 OPR\/86.0.4363.70"}, 0, A24824F7-A1E7-0848-7751-951ECCDCFCD8, 1654196597567, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1168, 29849400-1CF5-0A03-8294-442AB19E8EE6, 0, 1654194185, 202207, 3, 1, 73.109.244.225, {"user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/100.0.4896.127 Safari\/537.36 OPR\/86.0.4363.70"}, 0, D7C7132B-524E-D768-7A78-DCF1B47050E0, 1654196702846, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1169, 603AAFB2-A0AB-20C7-FC14-6DB541074317, 0, 1654194309, 202207, 3, 1, 205.175.106.192, {"user_agent":"Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/101.0.4951.64 Safari\/537.36"}, 0, 9E6D31A4-4AEC-76AF-188C-58E76E756D4A, 1654196825883, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1173, 29849400-1CF5-0A03-8294-442AB19E8EE6, 0, 1654194505, 202207, 3, 1, 73.109.244.225, {"user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/100.0.4896.127 Safari\/537.36 OPR\/86.0.4363.70"}, 0, 0BDD562C-1BD7-F005-A58C-EDF45E7FDC65, 1654197022713, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1175, 603AAFB2-A0AB-20C7-FC14-6DB541074317, 0, 1654194640, 202207, 3, 1, 205.175.106.192, {"user_agent":"Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/101.0.4951.64 Safari\/537.36"}, 0, C89EAB02-7C5A-DEEF-4E1C-ED9688F5DF90, 1654197156855, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1184, BAB22DA1-A185-B895-057A-C52E7719C98B, 0, 1654194974, 202207, 3, 1, 73.109.244.225, {"user_agent":"Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit\/605.1.15 (KHTML, like Gecko) Version\/13.1.2 Safari\/605.1.15"}, 0, 56FF6B8A-4970-9D2F-5F57-D03C049A7A61, 1654197488534, NULL, v6p9d9t4.ssl.hwcdn.net, /html/5908286/bin/index.html, 0
1188, 29849400-1CF5-0A03-8294-442AB19E8EE6, 0, 1654195270, 202207, 3, 1, 73.109.244.225, {"user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/100.0.4896.127 Safari\/537.36 OPR\/86.0.4363.70"}, 0, 1DCD5972-5D04-E06C-0520-34FA9E97565E, 1654197787386, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1190, 844041BF-DF2B-3A3F-D52D-2B02E04975A7, 0, 1654206096, 202207, 3, 1, 188.250.129.72, {"user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/102.0.0.0 Safari\/537.36"}, 0, 95635056-D6B1-708C-D543-E1956B08024B, 1654208612982, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1191, 3ED96AAD-FDCD-CF11-AC8A-615AB9D2CBB3, 0, 1654262349, 202207, 3, 1, 150.136.86.16, {"user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/100.0.4896.127 Safari\/537.36"}, 0, B4BC315F-A7A4-39AE-9C45-9E3A627B6CD3, 1654264870418, NULL, v6p9d9t4.ssl.hwcdn.net, /html/5908373/bin/index.html, 0
1197, A7C60287-3924-933D-6C30-C758270CC166, 0, 1654271433, 202207, 3, 1, 165.169.63.147, {"user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/100.0.4896.127 Safari\/537.36 OPR\/86.0.4363.70"}, 0, 07207938-EBE5-F195-6512-11B633CCE073, 1654273953348, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1198, 167E0CE4-70B3-CFA3-C12E-BF5E642AEC14, 0, 1654274068, 202207, 3, 1, 82.123.97.192, {"user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64; rv:101.0) Gecko\/20100101 Firefox\/101.0"}, 0, 1C4C1D2C-5774-FEC4-601E-F6C1CF7925A4, 1654276590239, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1199, BAB22DA1-A185-B895-057A-C52E7719C98B, 0, 1654278379, 202207, 3, 1, 73.109.244.225, {"user_agent":"Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit\/605.1.15 (KHTML, like Gecko) Version\/13.1.2 Safari\/605.1.15"}, 0, 84822E24-8CBA-FEA7-A43F-A13C4E9C4B4E, 1654280898078, NULL, v6p9d9t4.ssl.hwcdn.net, /html/5908373/bin/index.html, 0
1200, 9429EF04-5580-8569-64F7-586CDE4332BE, 0, 1654279359, 202207, 3, 1, 73.109.244.225, {"user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/101.0.4951.64 Safari\/537.36 Edg\/101.0.1210.53"}, 0, 274CD72E-7EAF-D21F-883B-9A5D265BEE69, 1654281880655, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1201, C20EBF01-C226-51AF-ABBB-E1038B576EC9, 0, 1654280501, 202207, 3, 1, 73.109.244.225, {"user_agent":"Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/101.0.4951.64 Safari\/537.36"}, 0, 383BD2FD-A530-95D4-BB2F-8FCA36089219, 1654283021743, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1202, 603AAFB2-A0AB-20C7-FC14-6DB541074317, 0, 1654281383, 202207, 3, 1, 96.81.145.49, {"user_agent":"Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/101.0.4951.64 Safari\/537.36"}, 0, E1F43E44-500A-2AAC-9E9B-9A1164C4C3F8, 1654283905014, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1203, DB98897C-9B94-A72D-1DD7-DE2B7D1521C3, 0, 1654281425, 202207, 3, 1, 73.109.244.225, {"user_agent":"Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/100.0.4896.127 Safari\/537.36 OPR\/86.0.4363.64"}, 0, E1E1ECB2-762C-BCCD-8E47-90B7B6EAAD7A, 1654283946310, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1204, 7CF04364-323B-2799-30FC-D2911F560EB1, 0, 1654281811, 202207, 3, 1, 73.109.244.225, {"user_agent":"Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/102.0.5005.61 Safari\/537.36"}, 0, 12A2B508-380B-56A8-59A3-DCEF37ABE1FF, 1654284332530, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1205, 0990132C-FCAD-6EF2-FDC4-2CC19F1752B3, 0, 1654282484, 202207, 3, 1, 50.54.156.139, {"user_agent":"Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/102.0.5005.61 Safari\/537.36"}, 0, F91DB6E2-2E31-D779-E0D8-838946B1C99B, 1654285005619, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1206, 8FBD1F51-2453-1A51-1EE2-72E549D095CD, 0, 1654282819, 202207, 3, 1, 8.44.144.249, {"user_agent":"Mozilla\/5.0 (iPhone; CPU iPhone OS 15_4_1 like Mac OS X) AppleWebKit\/605.1.15 (KHTML, like Gecko) Version\/15.4 Mobile\/15E148 Safari\/604.1"}, 0, 890C6663-47E9-BDC4-3BD1-00796FED02C8, 1654285341235, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1207, 0990132C-FCAD-6EF2-FDC4-2CC19F1752B3, 0, 1654282890, 202207, 3, 1, 50.54.156.139, {"user_agent":"Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/102.0.5005.61 Safari\/537.36"}, 0, 466358BA-C9D2-9E27-A6D9-834D43DF887A, 1654285411754, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1208, 098546C8-22E9-D0FE-036C-29955818C042, 0, 1654283189, 202207, 3, 1, 173.176.131.22, {"user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/102.0.0.0 Safari\/537.36"}, 0, CD70FEC7-BDDF-D8C1-0F7F-C65CF8742A9B, 1654285711247, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1209, 20F1001A-5F2D-0BFC-C621-7222BB58C8F8, 0, 1654283209, 202207, 3, 1, 71.254.197.183, {"user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/101.0.4951.67 Safari\/537.36"}, 0, 5B7F9997-227C-75B4-6224-C2F5FEDE7953, 1654285730435, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1210, 29849400-1CF5-0A03-8294-442AB19E8EE6, 0, 1654283327, 202207, 3, 1, 73.109.244.225, {"user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/100.0.4896.127 Safari\/537.36 OPR\/86.0.4363.70"}, 0, 0CB6E7EE-A8B3-4B86-3B4D-E784AA29B07F, 1654285848773, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1211, E8FBBCCE-057C-3308-11F0-8E5A09252852, 0, 1654283367, 202207, 3, 1, 71.162.183.246, {"user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/102.0.5005.62 Safari\/537.36"}, 0, 2BBDCDCC-E6A1-7746-CC87-DAFA701E6E26, 1654285887082, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1212, 1C6EE164-DBA5-92BB-B83A-7C223024A272, 0, 1654283470, 202207, 3, 1, 99.238.215.36, {"user_agent":"Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/101.0.4951.54 Safari\/537.36"}, 0, 85FA30AC-6EA8-6EFC-9EFE-C39CFD445306, 1654285991936, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1213, 2117BA27-FE85-41FB-C843-EE461DC88077, 0, 1654283908, 202207, 3, 1, 50.54.156.139, {"user_agent":"Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/102.0.5005.61 Safari\/537.36"}, 0, BED6D329-5C18-3947-FDD5-3AD95D732AF1, 1654286429131, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1214, 7DA843E1-1E49-4371-57F6-1FD363F6A846, 0, 1654284095, 202207, 3, 1, 73.109.244.225, {"user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/102.0.5005.63 Safari\/537.36"}, 0, 5B6E40FD-3AB3-4897-F51B-3C1D6A86AA0B, 1654286617166, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1215, BF57519C-D9D6-F72E-8583-CF0AAFCF294D, 0, 1654284637, 202207, 3, 1, 71.77.45.187, {"user_agent":"Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/100.0.4896.127 Safari\/537.36 OPR\/86.0.4363.64"}, 0, 26A4E12F-CDF0-BCE2-737C-F0362CCF067C, 1654287158748, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1216, E4DBBE57-A382-7A22-5D0E-6DDED71643FC, 0, 1654284754, 202207, 3, 1, 85.201.50.58, {"user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64; rv:100.0) Gecko\/20100101 Firefox\/100.0"}, 0, 8FF4CDC7-43AD-92D5-AB4D-CA3B1998453E, 1654287276344, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1217, 29849400-1CF5-0A03-8294-442AB19E8EE6, 0, 1654284888, 202207, 3, 1, 73.109.244.225, {"user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/100.0.4896.127 Safari\/537.36 OPR\/86.0.4363.70"}, 0, 55C3C566-66A8-40A9-9162-A618E7623E03, 1654287410315, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1218, F5C21419-7AF6-14A6-70D1-9728C536D8BB, 0, 1654285250, 202207, 3, 1, 73.109.244.225, {"user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/102.0.5005.63 Safari\/537.36 Edg\/102.0.1245.30"}, 0, A5484C99-824F-1054-0795-4E8FFC5D372B, 1654287772250, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1219, C547036E-A3EA-647A-D441-D1764FD68964, 0, 1654287378, 202207, 3, 1, 81.242.200.187, {"user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/102.0.0.0 Safari\/537.36"}, 0, BB83E53A-0174-A5CA-19AE-3F75A7ECFFEE, 1654289898748, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1220, FB619723-DD6A-6CFE-12B6-4ACDEFEB1EA4, 0, 1654291611, 202207, 3, 1, 73.109.244.225, {"user_agent":"Mozilla\/5.0 (X11; CrOS x86_64 14268.67.0) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/96.0.4664.111 Safari\/537.36"}, 0, F0029091-3216-D7AF-5692-A7438AF38189, 1654294132045, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1221, E59C3371-1BFD-539F-8E9D-A814B223428C, 0, 1654294762, 202207, 3, 1, 104.179.15.235, {"user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/102.0.0.0 Safari\/537.36"}, 0, 52691335-FB99-2AF1-51E6-3139ADCC6636, 1654297284101, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1222, 719B885F-32E0-B8E2-E0C7-8993FF5140F2, 0, 1654295469, 202207, 3, 1, 202.89.149.29, {"user_agent":"Mozilla\/5.0 (X11; CrOS x86_64 14695.85.0) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/102.0.5005.75 Safari\/537.36"}, 0, 52564AB8-0AA7-3FFE-D9C4-8BDF9C5F828F, 1654297991350, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1223, 76588B31-6AAA-2669-B7BD-AAA7A2B0396D, 0, 1654299992, 202207, 3, 1, 76.31.42.255, {"user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/102.0.0.0 Safari\/537.36"}, 0, 00B786F0-D9ED-044E-F7EF-97324E8AEB17, 1654302514125, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1224, E2702CEA-733A-D54C-A58E-7B5102437810, 0, 1654307534, 202207, 3, 1, 99.244.44.31, {"user_agent":"Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/102.0.0.0 Safari\/537.36"}, 0, 40BF5DC1-A412-5BC5-0E1C-75164C01B508, 1654310057397, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1225, D0888730-9AD7-5211-E430-028070AA4EEE, 0, 1654309214, 202207, 3, 1, 199.102.185.67, {"user_agent":"Mozilla\/5.0 (X11; CrOS x86_64 14695.85.0) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/102.0.5005.75 Safari\/537.36"}, 0, 1A41001B-B8CD-0702-4AD4-0D75C413A4CC, 1654311736760, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1226, ED82891E-4DF3-0D78-FAE9-A4236EA7D2C7, 0, 1654314402, 202207, 3, 1, 177.221.64.157, {"user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/102.0.5005.63 Safari\/537.36"}, 0, 3F9C19AE-F682-DFD5-B6BA-66F23192892B, 1654316925260, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1227, DECEA9E8-5F8F-7238-0AE0-940B46BA5BE6, 0, 1654329866, 202207, 3, 1, 102.89.39.125, {"user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/102.0.0.0 Safari\/537.36"}, 0, 48D08E78-770C-C611-18F6-6685D3B0F56E, 1654332388889, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1228, 370D532F-31DF-7795-4355-B13888F35FCB, 0, 1654332404, 202207, 3, 1, 71.10.94.59, {"user_agent":"Mozilla\/5.0 (X11; CrOS x86_64 14588.98.0) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/101.0.4951.59 Safari\/537.36"}, 0, 66149637-3F75-6DF5-7795-1672EABE4C3D, 1654334928104, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
