log_pl_id, uid, eid, log_ts, gid, cid, vid, client_ip, pl_detail, cd_id, sessionid, client_ts, host_domain, referrer_host, referrer_path, multiplayer_seqid
1229, 2750C351-3E2E-C33A-7348-1E5FB8798F86, 0, 1654332423, 202207, 3, 1, 178.235.90.186, {"user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/102.0.0.0 Safari\/537.36"}, 0, 2494561A-C29E-5BA5-BA54-3CC5597C0FA7, 1654334947328, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1230, 88091C85-1CD6-14D2-D6FB-36AE55230F0B, 0, 1654332541, 202207, 3, 1, 188.149.193.13, {"user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/102.0.5005.63 Safari\/537.36"}, 0, 5B66B483-EF26-49EE-B8D2-CB29F3668F87, 1654335066479, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1231, BAB22DA1-A185-B895-057A-C52E7719C98B, 0, 1654361983, 202207, 3, 1, 73.109.244.225, {"user_agent":"Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit\/605.1.15 (KHTML, like Gecko) Version\/13.1.2 Safari\/605.1.15"}, 0, A4F20770-AED1-087B-2117-544BDD0C3E94, 1654364508953, NULL, v6p9d9t4.ssl.hwcdn.net, /html/5908373/bin/index.html, 0
1232, 08D78011-F694-B41E-8640-75DD787B30C1, 0, 1654362025, 202207, 3, 1, 73.109.244.225, {"user_agent":"Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/102.0.5005.61 Safari\/537.36"}, 0, 1DBA4690-4B26-6F1E-9479-13B6712DB633, 1654364551010, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1233, C3D52886-7C51-A4B2-761E-1B86115A3BB1, 0, 1654368394, 202207, 3, 1, 5.173.9.60, {"user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/102.0.0.0 Safari\/537.36"}, 0, BF4528F5-5686-71E2-CA47-D19350D526F4, 1654370920074, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1234, 37CC8F61-3B0F-68D5-BD9E-E413D4DBD29D, 0, 1654376339, 202207, 3, 1, 37.157.138.123, {"user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/102.0.5005.63 Safari\/537.36 Edg\/102.0.1245.33"}, 0, 8C3520C2-728E-5C86-E289-9A1C3AF8CCD7, 1654378865959, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1235, F72CD833-C8B6-EEA9-CCB7-30F211F272A5, 0, 1654388012, 202207, 3, 1, 69.206.69.37, {"user_agent":"Mozilla\/5.0 (X11; CrOS aarch64 14695.85.0) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/102.0.5005.75 Safari\/537.36"}, 0, CF7E272B-307D-2E1C-0B64-6ADACDFB1C32, 1654390539263, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1236, 63127668-E24A-5CFF-74A7-504179CF552C, 0, 1654394761, 202207, 3, 1, 70.126.124.167, {"user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/102.0.5005.63 Safari\/537.36"}, 0, A941E21C-D88A-E785-E338-136CEABB0527, 1654397289667, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1237, 93ED79C2-E409-F4B7-DEFA-FF720175EED3, 0, 1654418615, 202207, 3, 1, 178.220.204.216, {"user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64; rv:101.0) Gecko\/20100101 Firefox\/101.0"}, 0, 4B1D3E66-A441-35A5-9CAB-A7DFA246D474, 1654421143289, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1238, D479D7E0-45B3-7122-7A46-9515D9D23E90, 0, 1654430012, 202207, 3, 1, 83.4.47.66, {"user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64; rv:101.0) Gecko\/20100101 Firefox\/101.0"}, 0, 03657B85-55DD-8241-6C48-E34E79CCE257, 1654432541506, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1239, 85d6015f-38e1-5672-f1dc-4b523586c6a2, 0, 1654439352, 202207, 3, 1, 178.95.111.243, {"user_agent":"Mozilla\/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/102.0.5005.63 Safari\/537.36"}, 0, E4B354EB-A1EC-66B2-F884-92F81F763415, 1654441882471, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1240, 89D97000-5BEF-1370-9C94-8B2779A5B17B, 0, 1654445840, 202207, 3, 1, 204.60.12.170, {"user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/102.0.0.0 Safari\/537.36"}, 0, 89AA0024-E2F6-25C3-90E0-E9B7D0BAF468, 1654448371554, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1241, 603AAFB2-A0AB-20C7-FC14-6DB541074317, 0, 1654461083, 202207, 3, 1, 67.160.5.144, {"user_agent":"Mozilla\/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/101.0.4951.64 Safari\/537.36"}, 0, 209F2B47-16CA-519D-FAD9-80AC90D0C740, 1654463615167, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1242, EE2B79D9-8866-EE2F-5CEE-2E05050126F7, 0, 1654477567, 202207, 3, 1, 72.52.87.39, {"user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/102.0.5005.63 Safari\/537.36"}, 0, 4C4B2270-220D-97B6-A1BE-52FC4DA462D0, 1654480100389, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1243, 21865BA9-B9CC-8B81-364C-D002675C4428, 0, 1654479785, 202207, 3, 1, 69.11.116.93, {"user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/102.0.0.0 Safari\/537.36"}, 0, 8D6DC869-C8E4-9920-0386-0F80D285028D, 1654482318732, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1244, 21865BA9-B9CC-8B81-364C-D002675C4428, 0, 1654479889, 202207, 3, 1, 69.11.116.93, {"user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/102.0.0.0 Safari\/537.36"}, 0, 41BDCA93-FFD9-13E7-FE77-1CA5FE53F3E3, 1654482422262, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1245, B00F1978-8472-1D14-77D2-F007E6F7E7C8, 0, 1654488373, 202207, 3, 1, 148.0.15.119, {"user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/102.0.5005.63 Safari\/537.36"}, 0, FBC14E27-E7D6-43DF-B1B4-F961DE9FA385, 1654490905930, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1263, CB39812A-7D3F-B1B7-5551-494C147AC5B9, 0, 1654491251, 202207, 3, 1, 42.116.155.255, {"user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/102.0.0.0 Safari\/537.36"}, 0, 0A1CDDF2-E438-FCEA-7B74-AA348BEAEE66, 1654493784518, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1352, 624DA9BE-F076-EB3E-45CF-967DCB250AFB, 0, 1654516932, 202207, 3, 1, 183.171.65.115, {"user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/102.0.0.0 Safari\/537.36"}, 0, 21628C25-5FFF-314C-A47E-622B89AA256E, 1654519463392, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1366, 49BD8F19-CC6A-1D90-DF51-AA062D2F3718, 0, 1654528411, 202207, 3, 1, 64.5.71.221, {"user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) Chrome\/102.0.5005.63 Safari\/537.36"}, 0, 22F694F2-7908-587D-58A6-4BD340825AD7, 1654530946602, NULL, v6p9d9t4.ssl.hwcdn.net, /, 0
1458, 9D281788-41CA-C007-5273-EE0B35A4F4E1, 0, 1654564467, 202207, 3, 1, 186.137.111.217, {"user_agent":"Mozilla\/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit\/537.36 (KHTML, like Gecko) itch\/25.5.1 Chrome\/85.0.4183.121 Safari\/537.36"}, 0, 972697C2-4FB3-A360-97B8-D06DACD601CD, 1654567025875, NULL, NULL, , 0
