log_q_id, qid, log_q_ts, uid, gid, vid, cid, dqid, parent_dqid, q_detail, ae_seq_id, q_s_id, g_s_id, tid, cd_id, quest_seqid, qaction_seqid, session_seqid, sessionid, client_ts, foreign_game_id, multiplayer_seqid, quest_hash
5777, 2, 1654533906, E36480AC-267D-E588-07DE-2D17C670E46B, 202207, 1, 4, 42C78510-12B4-C31F-E30D-F0BDFB348E17, NULL, {"version":"A"}, NULL, 1, 1, 1, 0, 2, 1, 90, CD4DCF42-2831-A1A4-F4D0-47BB30C25788, 1654533906955, 0, 0, NULL
5778, 2, 1654533918, E36480AC-267D-E588-07DE-2D17C670E46B, 202207, 1, 4, 42C78510-12B4-C31F-E30D-F0BDFB348E17, NULL, {"won":true "version":"A"}, NULL, 0, 1, 1, 0, 0, 28, 117, CD4DCF42-2831-A1A4-F4D0-47BB30C25788, 1654533918736, 0, 0, NULL
5779, 3, 1654533919, E36480AC-267D-E588-07DE-2D17C670E46B, 202207, 1, 4, AC1A4512-87E3-73D5-EE34-3199ED2E596E, NULL, {"version":"A"}, NULL, 1, 1, 1, 0, 3, 1, 118, CD4DCF42-2831-A1A4-F4D0-47BB30C25788, 1654533919319, 0, 0, NULL
5780, 3, 1654533961, E36480AC-267D-E588-07DE-2D17C670E46B, 202207, 1, 4, AC1A4512-87E3-73D5-EE34-3199ED2E596E, NULL, {"won":false "version":"A"}, NULL, 0, 1, 1, 0, 0, 65, 182, CD4DCF42-2831-A1A4-F4D0-47BB30C25788, 1654533962035, 0, 0, NULL
5781, 1, 1654534462, 01C9B411-3E08-E980-F419-5EC03CBEBE57, 202207, 1, 4, 5F18B7F1-E2A2-AADD-EA56-A6A1BE0F7E9A, NULL, [], NULL, 1, 1, 1, 0, 1, 1, 1, 65A593C4-0E1F-BA24-C25D-16365186DEAE, 1654534462172, 0, 0, NULL
5782, 1, 1654535442, 22FE1083-8643-FE1C-3212-4263ACCFA8E4, 202207, 1, 4, 6C812180-6527-C96B-9F10-E1479AA65529, NULL, [], NULL, 1, 1, 1, 0, 1, 1, 1, E4AEDC92-B5A1-F07A-00DD-4FA5C7A400CE, 1654535442899, 0, 0, NULL
5783, 1, 1654536795, 190EC6EE-3495-D08F-C79A-749E59F0349E, 202207, 1, 4, 52EABA34-66BD-6408-5FDB-981049279DA0, NULL, [], NULL, 1, 1, 1, 0, 1, 1, 1, F56DD9F3-61FC-6F26-F315-8EB5964D629F, 1654536795440, 0, 0, NULL
5784, 1, 1654536888, 190EC6EE-3495-D08F-C79A-749E59F0349E, 202207, 1, 4, 52EABA34-66BD-6408-5FDB-981049279DA0, NULL, {"won":true "version":"B"}, NULL, 0, 1, 1, 0, 0, 114, 114, F56DD9F3-61FC-6F26-F315-8EB5964D629F, 1654536889114, 0, 0, NULL
5785, 2, 1654536889, 190EC6EE-3495-D08F-C79A-749E59F0349E, 202207, 1, 4, 36ADAC97-F184-D062-6EB7-6323BEEE00C3, NULL, {"version":"B"}, NULL, 1, 1, 1, 0, 2, 1, 115, F56DD9F3-61FC-6F26-F315-8EB5964D629F, 1654536889984, 0, 0, NULL
5786, 2, 1654536899, 190EC6EE-3495-D08F-C79A-749E59F0349E, 202207, 1, 4, 36ADAC97-F184-D062-6EB7-6323BEEE00C3, NULL, {"won":true "version":"B"}, NULL, 0, 1, 1, 0, 0, 31, 145, F56DD9F3-61FC-6F26-F315-8EB5964D629F, 1654536900097, 0, 0, NULL
5787, 3, 1654536900, 190EC6EE-3495-D08F-C79A-749E59F0349E, 202207, 1, 4, EF364C0C-542F-57C9-67CE-BA5B2058B592, NULL, {"version":"B"}, NULL, 1, 1, 1, 0, 3, 1, 146, F56DD9F3-61FC-6F26-F315-8EB5964D629F, 1654536900700, 0, 0, NULL
5788, 3, 1654536935, 190EC6EE-3495-D08F-C79A-749E59F0349E, 202207, 1, 4, EF364C0C-542F-57C9-67CE-BA5B2058B592, NULL, {"won":false "version":"B"}, NULL, 0, 1, 1, 0, 0, 73, 218, F56DD9F3-61FC-6F26-F315-8EB5964D629F, 1654536936150, 0, 0, NULL
5789, 1, 1654537723, 8947BF19-7AC6-96AA-FD40-010AAE8A110B, 202207, 1, 4, 8D162986-516F-A147-3A7C-367ACCB48F34, NULL, {"version":"B"}, NULL, 1, 1, 1, 0, 1, 1, 2, 24F690F0-7B41-9A42-F527-B6CA7EBFA852, 1654537721729, 0, 0, NULL
5790, 1, 1654538287, 42149611-4049-54BD-2BFA-C78C539DC3E7, 202207, 1, 4, 740B2B44-3F6F-A4D8-1D7D-3A68EBC67903, NULL, [], NULL, 1, 1, 1, 0, 1, 1, 1, 15F36BAF-2D56-706E-6C85-D0AEA2A1BCAA, 1654538287074, 0, 0, NULL
5791, 1, 1654539081, A8F160C3-40CA-6E1B-D95E-67C5E53CE286, 202207, 1, 4, B4C6D64A-7091-573A-B62C-39070193911C, NULL, [], NULL, 1, 1, 1, 0, 1, 1, 1, 2D43EEB1-68A4-BCA0-0A77-EE2C9E40EECE, 1654539082372, 0, 0, NULL
5792, 1, 1654539096, D13863FE-D95C-50B1-22DB-76E8D6AF78C2, 202207, 1, 4, 8067F99E-0275-1C8E-3897-C11B6326C931, NULL, {"version":"B"}, NULL, 1, 1, 1, 0, 1, 1, 2, E8EFB93F-DF8B-92A7-4CB1-530FAF1174E2, 1654539096021, 0, 0, NULL
5793, 1, 1654539198, A8F160C3-40CA-6E1B-D95E-67C5E53CE286, 202207, 1, 4, B4C6D64A-7091-573A-B62C-39070193911C, NULL, {"won":true "version":"A"}, NULL, 0, 1, 1, 0, 0, 89, 89, 2D43EEB1-68A4-BCA0-0A77-EE2C9E40EECE, 1654539199207, 0, 0, NULL
5794, 2, 1654539199, A8F160C3-40CA-6E1B-D95E-67C5E53CE286, 202207, 1, 4, E1D6BA9F-9B90-A202-DD9D-62F19246AC91, NULL, {"version":"A"}, NULL, 1, 1, 1, 0, 2, 1, 90, 2D43EEB1-68A4-BCA0-0A77-EE2C9E40EECE, 1654539200111, 0, 0, NULL
5795, 1, 1654540826, 10AED1FD-7D7D-D797-AB8D-C5AC0BDB87EA, 202207, 1, 4, 7C4CE088-8ADA-40D7-DD78-82F180EC925C, NULL, {"version":"A"}, NULL, 1, 1, 1, 0, 1, 1, 4, 7085D1DA-C20D-D78B-7EAC-6F6880167450, 1654548036917, 0, 0, NULL
5796, 1, 1654540913, 10AED1FD-7D7D-D797-AB8D-C5AC0BDB87EA, 202207, 1, 4, 7C4CE088-8ADA-40D7-DD78-82F180EC925C, NULL, {"won":false "version":"A"}, NULL, 0, 1, 1, 0, 0, 90, 94, 7085D1DA-C20D-D78B-7EAC-6F6880167450, 1654548124387, 0, 0, NULL
5797, 1, 1654540916, 10AED1FD-7D7D-D797-AB8D-C5AC0BDB87EA, 202207, 1, 4, 743BA23E-A35F-FDC2-A40D-BD42D3D8C0B4, NULL, {"version":"A"}, NULL, 1, 1, 1, 0, 2, 1, 96, 7085D1DA-C20D-D78B-7EAC-6F6880167450, 1654548126949, 0, 0, NULL
5798, 1, 1654540926, 10AED1FD-7D7D-D797-AB8D-C5AC0BDB87EA, 202207, 1, 4, CE8BD1A6-44C1-763D-353B-1F3855241BC2, NULL, {"version":"A"}, NULL, 1, 1, 1, 0, 1, 1, 2, 2E2813DA-0DB2-BFE5-750A-118D68D1B73A, 1654548137373, 0, 0, NULL
5799, 1, 1654540952, AAFAC827-8C35-9A6E-731D-1267D76D8970, 202207, 1, 4, A88B930F-DE44-8865-F51B-BF743AB58984, NULL, {"version":"B"}, NULL, 1, 1, 1, 0, 1, 1, 2, 77204890-AF3C-3BD3-609C-542FAD32B0A6, 1654540951458, 0, 0, NULL
5800, 1, 1654541005, 10AED1FD-7D7D-D797-AB8D-C5AC0BDB87EA, 202207, 1, 4, CFF47706-EE55-FAC7-2F09-F6037343C4D0, NULL, {"version":"A"}, NULL, 1, 1, 1, 0, 1, 1, 2, 1DB79A32-D43B-F0EE-1FB4-F7B7B7D78EF8, 1654548216102, 0, 0, NULL
5801, 1, 1654541046, 10AED1FD-7D7D-D797-AB8D-C5AC0BDB87EA, 202207, 1, 4, 8B6EA05E-412F-2AFB-4922-904ECE7264DE, NULL, {"version":"A"}, NULL, 1, 1, 1, 0, 1, 1, 4, 6D5BF5E1-69C3-EC47-B142-E9539FCCAFC8, 1654548257028, 0, 0, NULL
5802, 1, 1654541144, 10AED1FD-7D7D-D797-AB8D-C5AC0BDB87EA, 202207, 1, 4, 8B6EA05E-412F-2AFB-4922-904ECE7264DE, NULL, {"won":false "version":"A"}, NULL, 0, 1, 1, 0, 0, 145, 149, 6D5BF5E1-69C3-EC47-B142-E9539FCCAFC8, 1654548355058, 0, 0, NULL
5803, 1, 1654541146, 10AED1FD-7D7D-D797-AB8D-C5AC0BDB87EA, 202207, 1, 4, 51A9B868-DC11-267D-1921-9C7BD35536A1, NULL, {"version":"A"}, NULL, 1, 1, 1, 0, 2, 1, 151, 6D5BF5E1-69C3-EC47-B142-E9539FCCAFC8, 1654548357165, 0, 0, NULL
5804, 1, 1654541259, 10AED1FD-7D7D-D797-AB8D-C5AC0BDB87EA, 202207, 1, 4, 14B9C7AC-E451-4845-F357-E734C85725AD, NULL, {"version":"A"}, NULL, 1, 1, 1, 0, 1, 1, 4, D568DF34-BC4D-804F-810B-0F896E0309B6, 1654548469919, 0, 0, NULL
5805, 1, 1654541341, 10AED1FD-7D7D-D797-AB8D-C5AC0BDB87EA, 202207, 1, 4, 14B9C7AC-E451-4845-F357-E734C85725AD, NULL, {"won":true "version":"A"}, NULL, 0, 1, 1, 0, 0, 97, 100, D568DF34-BC4D-804F-810B-0F896E0309B6, 1654548552021, 0, 0, NULL
5806, 1, 1654541355, 10AED1FD-7D7D-D797-AB8D-C5AC0BDB87EA, 202207, 1, 4, B5AA0F07-67D7-E601-AE52-152EBFA7C875, NULL, {"version":"A"}, NULL, 1, 1, 1, 0, 1, 1, 4, 198B65B4-6289-3658-822A-8E01EC9B4EDD, 1654548566236, 0, 0, NULL
5807, 1, 1654541427, 10AED1FD-7D7D-D797-AB8D-C5AC0BDB87EA, 202207, 1, 4, B5AA0F07-67D7-E601-AE52-152EBFA7C875, NULL, {"won":true "version":"A"}, NULL, 0, 1, 1, 0, 0, 82, 85, 198B65B4-6289-3658-822A-8E01EC9B4EDD, 1654548638144, 0, 0, NULL
5808, 2, 1654541428, 10AED1FD-7D7D-D797-AB8D-C5AC0BDB87EA, 202207, 1, 4, 6F7C03A3-19C3-EFA8-5288-88B625D98368, NULL, {"version":"A"}, NULL, 1, 1, 1, 0, 2, 1, 86, 198B65B4-6289-3658-822A-8E01EC9B4EDD, 1654548639178, 0, 0, NULL
5809, 2, 1654541450, 10AED1FD-7D7D-D797-AB8D-C5AC0BDB87EA, 202207, 1, 4, 6F7C03A3-19C3-EFA8-5288-88B625D98368, NULL, {"won":true "version":"A"}, NULL, 0, 1, 1, 0, 0, 37, 122, 198B65B4-6289-3658-822A-8E01EC9B4EDD, 1654548661375, 0, 0, NULL
5810, 1, 1654541462, 10AED1FD-7D7D-D797-AB8D-C5AC0BDB87EA, 202207, 1, 4, A4E74FA5-841E-3D5E-9419-B55E4B536539, NULL, {"version":"A"}, NULL, 1, 1, 1, 0, 1, 1, 4, FFB39AD2-8B4B-2856-639F-B02B87941E9C, 1654548673287, 0, 0, NULL
5811, 1, 1654541527, 10AED1FD-7D7D-D797-AB8D-C5AC0BDB87EA, 202207, 1, 4, A4E74FA5-841E-3D5E-9419-B55E4B536539, NULL, {"won":true "version":"A"}, NULL, 0, 1, 1, 0, 0, 75, 78, FFB39AD2-8B4B-2856-639F-B02B87941E9C, 1654548737936, 0, 0, NULL
5812, 2, 1654541527, 10AED1FD-7D7D-D797-AB8D-C5AC0BDB87EA, 202207, 1, 4, 9DE32934-CD88-02EE-E89B-7B655812B8EF, NULL, {"version":"A"}, NULL, 1, 1, 1, 0, 2, 1, 79, FFB39AD2-8B4B-2856-639F-B02B87941E9C, 1654548738773, 0, 0, NULL
5813, 2, 1654541537, 10AED1FD-7D7D-D797-AB8D-C5AC0BDB87EA, 202207, 1, 4, 9DE32934-CD88-02EE-E89B-7B655812B8EF, NULL, {"won":true "version":"A"}, NULL, 0, 1, 1, 0, 0, 27, 105, FFB39AD2-8B4B-2856-639F-B02B87941E9C, 1654548748009, 0, 0, NULL
5814, 3, 1654541537, 10AED1FD-7D7D-D797-AB8D-C5AC0BDB87EA, 202207, 1, 4, 0BD4D010-ADC8-8B4C-7790-3BB0037A0C48, NULL, {"version":"A"}, NULL, 1, 1, 1, 0, 3, 1, 106, FFB39AD2-8B4B-2856-639F-B02B87941E9C, 1654548748867, 0, 0, NULL
5815, 3, 1654541635, 10AED1FD-7D7D-D797-AB8D-C5AC0BDB87EA, 202207, 1, 4, 0BD4D010-ADC8-8B4C-7790-3BB0037A0C48, NULL, {"won":true "version":"A"}, NULL, 0, 1, 1, 0, 0, 192, 297, FFB39AD2-8B4B-2856-639F-B02B87941E9C, 1654548846340, 0, 0, NULL
5816, 4, 1654541638, 10AED1FD-7D7D-D797-AB8D-C5AC0BDB87EA, 202207, 1, 4, A8644C08-B799-8D50-A11F-149446AA7A9A, NULL, {"version":"A"}, NULL, 1, 1, 1, 0, 4, 1, 298, FFB39AD2-8B4B-2856-639F-B02B87941E9C, 1654548849362, 0, 0, NULL
5817, 4, 1654541694, 10AED1FD-7D7D-D797-AB8D-C5AC0BDB87EA, 202207, 1, 4, A8644C08-B799-8D50-A11F-149446AA7A9A, NULL, {"won":false "version":"A"}, NULL, 0, 1, 1, 0, 0, 145, 442, FFB39AD2-8B4B-2856-639F-B02B87941E9C, 1654548905213, 0, 0, NULL
5818, 4, 1654541695, 10AED1FD-7D7D-D797-AB8D-C5AC0BDB87EA, 202207, 1, 4, EA9F9B79-0977-5205-7622-B47AB9F2ED68, NULL, {"version":"A"}, NULL, 1, 1, 1, 0, 5, 1, 443, FFB39AD2-8B4B-2856-639F-B02B87941E9C, 1654548906909, 0, 0, NULL
5819, 4, 1654541710, 10AED1FD-7D7D-D797-AB8D-C5AC0BDB87EA, 202207, 1, 4, EA9F9B79-0977-5205-7622-B47AB9F2ED68, NULL, {"won":false "version":"A"}, NULL, 0, 1, 1, 0, 0, 44, 486, FFB39AD2-8B4B-2856-639F-B02B87941E9C, 1654548920969, 0, 0, NULL
5820, 4, 1654541714, 10AED1FD-7D7D-D797-AB8D-C5AC0BDB87EA, 202207, 1, 4, 5D311F2A-FF7B-B071-1108-CE62A43F10F3, NULL, {"version":"A"}, NULL, 1, 1, 1, 0, 6, 1, 488, FFB39AD2-8B4B-2856-639F-B02B87941E9C, 1654548925851, 0, 0, NULL
5821, 4, 1654541719, 10AED1FD-7D7D-D797-AB8D-C5AC0BDB87EA, 202207, 1, 4, 5D311F2A-FF7B-B071-1108-CE62A43F10F3, NULL, {"won":false "version":"A"}, NULL, 0, 1, 1, 0, 0, 5, 493, FFB39AD2-8B4B-2856-639F-B02B87941E9C, 1654548929761, 0, 0, NULL
5822, 4, 1654541722, 10AED1FD-7D7D-D797-AB8D-C5AC0BDB87EA, 202207, 1, 4, 17FE492A-33AD-EBAF-D165-53EA3632BDBB, NULL, {"version":"A"}, NULL, 1, 1, 1, 0, 7, 1, 495, FFB39AD2-8B4B-2856-639F-B02B87941E9C, 1654548933576, 0, 0, NULL
5823, 4, 1654541760, 10AED1FD-7D7D-D797-AB8D-C5AC0BDB87EA, 202207, 1, 4, 17FE492A-33AD-EBAF-D165-53EA3632BDBB, NULL, {"won":true "version":"A"}, NULL, 0, 1, 1, 0, 0, 96, 590, FFB39AD2-8B4B-2856-639F-B02B87941E9C, 1654548971252, 0, 0, NULL
5824, 5, 1654541762, 10AED1FD-7D7D-D797-AB8D-C5AC0BDB87EA, 202207, 1, 4, 885EF808-911A-D9F1-DF09-EE2C262EA54E, NULL, {"version":"A"}, NULL, 1, 1, 1, 0, 8, 1, 591, FFB39AD2-8B4B-2856-639F-B02B87941E9C, 1654548973436, 0, 0, NULL
5825, 5, 1654541836, 10AED1FD-7D7D-D797-AB8D-C5AC0BDB87EA, 202207, 1, 4, 885EF808-911A-D9F1-DF09-EE2C262EA54E, NULL, {"won":true "version":"A"}, NULL, 0, 1, 1, 0, 0, 164, 754, FFB39AD2-8B4B-2856-639F-B02B87941E9C, 1654549047259, 0, 0, NULL
5826, 6, 1654541837, 10AED1FD-7D7D-D797-AB8D-C5AC0BDB87EA, 202207, 1, 4, AC6DA7C9-0B11-9A40-43DD-EACFED8F7DD6, NULL, {"version":"A"}, NULL, 1, 1, 1, 0, 9, 1, 755, FFB39AD2-8B4B-2856-639F-B02B87941E9C, 1654549048414, 0, 0, NULL
5827, 6, 1654541897, 10AED1FD-7D7D-D797-AB8D-C5AC0BDB87EA, 202207, 1, 4, AC6DA7C9-0B11-9A40-43DD-EACFED8F7DD6, NULL, {"won":true "version":"A"}, NULL, 0, 1, 1, 0, 0, 130, 884, FFB39AD2-8B4B-2856-639F-B02B87941E9C, 1654549108497, 0, 0, NULL
5828, 6, 1654541906, 10AED1FD-7D7D-D797-AB8D-C5AC0BDB87EA, 202207, 1, 4, 3F416BA1-BC42-E1A5-B9FE-330643C29256, NULL, {"version":"A"}, NULL, 1, 1, 1, 0, 10, 1, 886, FFB39AD2-8B4B-2856-639F-B02B87941E9C, 1654549117158, 0, 0, NULL
5829, 6, 1654541935, 10AED1FD-7D7D-D797-AB8D-C5AC0BDB87EA, 202207, 1, 4, 3F416BA1-BC42-E1A5-B9FE-330643C29256, NULL, {"won":false "version":"A"}, NULL, 0, 1, 1, 0, 0, 44, 930, FFB39AD2-8B4B-2856-639F-B02B87941E9C, 1654549146431, 0, 0, NULL
5830, 1, 1654541936, 10AED1FD-7D7D-D797-AB8D-C5AC0BDB87EA, 202207, 1, 4, 096FF1EA-7458-EF4C-5454-906BB70B02B1, NULL, {"version":"A"}, NULL, 1, 1, 1, 0, 11, 1, 932, FFB39AD2-8B4B-2856-639F-B02B87941E9C, 1654549147553, 0, 0, NULL
5831, 1, 1654541971, 10AED1FD-7D7D-D797-AB8D-C5AC0BDB87EA, 202207, 1, 4, 096FF1EA-7458-EF4C-5454-906BB70B02B1, NULL, {"won":false "version":"A"}, NULL, 0, 1, 1, 0, 0, 61, 993, FFB39AD2-8B4B-2856-639F-B02B87941E9C, 1654549182310, 0, 0, NULL
5832, 1, 1654541972, 10AED1FD-7D7D-D797-AB8D-C5AC0BDB87EA, 202207, 1, 4, 5E751864-7D91-C7FE-D0C3-71DF72F617DB, NULL, {"version":"A"}, NULL, 1, 1, 1, 0, 12, 1, 995, FFB39AD2-8B4B-2856-639F-B02B87941E9C, 1654549183342, 0, 0, NULL
5833, 1, 1654541986, 10AED1FD-7D7D-D797-AB8D-C5AC0BDB87EA, 202207, 1, 4, 5E751864-7D91-C7FE-D0C3-71DF72F617DB, NULL, {"won":false "version":"A"}, NULL, 0, 1, 1, 0, 0, 21, 1016, FFB39AD2-8B4B-2856-639F-B02B87941E9C, 1654549197265, 0, 0, NULL
5834, 1, 1654541987, 10AED1FD-7D7D-D797-AB8D-C5AC0BDB87EA, 202207, 1, 4, D366E545-C11B-EAFB-6FCE-EDA83E47909A, NULL, {"version":"A"}, NULL, 1, 1, 1, 0, 13, 1, 1018, FFB39AD2-8B4B-2856-639F-B02B87941E9C, 1654549198150, 0, 0, NULL
5835, 1, 1654542001, 10AED1FD-7D7D-D797-AB8D-C5AC0BDB87EA, 202207, 1, 4, D366E545-C11B-EAFB-6FCE-EDA83E47909A, NULL, {"won":false "version":"A"}, NULL, 0, 1, 1, 0, 0, 14, 1032, FFB39AD2-8B4B-2856-639F-B02B87941E9C, 1654549212090, 0, 0, NULL
5836, 1, 1654542002, 10AED1FD-7D7D-D797-AB8D-C5AC0BDB87EA, 202207, 1, 4, 8E36B554-5FC0-3CE6-791F-1031ECEDA55D, NULL, {"version":"A"}, NULL, 1, 1, 1, 0, 14, 1, 1034, FFB39AD2-8B4B-2856-639F-B02B87941E9C, 1654549213053, 0, 0, NULL
5837, 1, 1654542062, 10AED1FD-7D7D-D797-AB8D-C5AC0BDB87EA, 202207, 1, 4, 8E36B554-5FC0-3CE6-791F-1031ECEDA55D, NULL, {"won":false "version":"A"}, NULL, 0, 1, 1, 0, 0, 74, 1108, FFB39AD2-8B4B-2856-639F-B02B87941E9C, 1654549272645, 0, 0, NULL
5838, 1, 1654542316, 07C23F6B-2A4B-6EAE-BB73-4AC473B4BEAF, 202207, 1, 4, 256A1903-4273-9FD5-25EF-95E735CA7916, NULL, [], NULL, 1, 1, 1, 0, 1, 1, 1, A0DF4FF7-BD19-6022-908D-B194EAF67090, 1654542315696, 0, 0, NULL
5839, 1, 1654546545, D072EB80-69BA-8BE4-B06F-A0AA7C41659A, 202207, 1, 4, 89ED8D75-FD17-6E8D-0459-17B0CD65E574, NULL, [], NULL, 1, 1, 1, 0, 1, 1, 1, EB92955C-1574-E565-A893-6CDCF196A793, 1654546546138, 0, 0, NULL
5840, 1, 1654546653, D072EB80-69BA-8BE4-B06F-A0AA7C41659A, 202207, 1, 4, 89ED8D75-FD17-6E8D-0459-17B0CD65E574, NULL, {"won":true "version":"A"}, NULL, 0, 1, 1, 0, 0, 97, 97, EB92955C-1574-E565-A893-6CDCF196A793, 1654546654170, 0, 0, NULL
5841, 2, 1654546655, D072EB80-69BA-8BE4-B06F-A0AA7C41659A, 202207, 1, 4, F74D7E51-4353-E587-B893-DA7B65723911, NULL, {"version":"A"}, NULL, 1, 1, 1, 0, 2, 1, 98, EB92955C-1574-E565-A893-6CDCF196A793, 1654546655208, 0, 0, NULL
5842, 2, 1654546682, D072EB80-69BA-8BE4-B06F-A0AA7C41659A, 202207, 1, 4, F74D7E51-4353-E587-B893-DA7B65723911, NULL, {"won":true "version":"A"}, NULL, 0, 1, 1, 0, 0, 40, 137, EB92955C-1574-E565-A893-6CDCF196A793, 1654546683309, 0, 0, NULL
5843, 3, 1654546683, D072EB80-69BA-8BE4-B06F-A0AA7C41659A, 202207, 1, 4, 6BB71DDE-6638-5C4C-6988-46F600F303C1, NULL, {"version":"A"}, NULL, 1, 1, 1, 0, 3, 1, 138, EB92955C-1574-E565-A893-6CDCF196A793, 1654546684170, 0, 0, NULL
5844, 3, 1654546791, D072EB80-69BA-8BE4-B06F-A0AA7C41659A, 202207, 1, 4, 6BB71DDE-6638-5C4C-6988-46F600F303C1, NULL, {"won":true "version":"A"}, NULL, 0, 1, 1, 0, 0, 154, 291, EB92955C-1574-E565-A893-6CDCF196A793, 1654546792046, 0, 0, NULL
5845, 4, 1654546792, D072EB80-69BA-8BE4-B06F-A0AA7C41659A, 202207, 1, 4, 809EAC51-F735-DADF-CCBA-FBCBC5916CC8, NULL, {"version":"A"}, NULL, 1, 1, 1, 0, 4, 1, 292, EB92955C-1574-E565-A893-6CDCF196A793, 1654546792802, 0, 0, NULL
5846, 4, 1654546862, D072EB80-69BA-8BE4-B06F-A0AA7C41659A, 202207, 1, 4, 809EAC51-F735-DADF-CCBA-FBCBC5916CC8, NULL, {"won":true "version":"A"}, NULL, 0, 1, 1, 0, 0, 147, 438, EB92955C-1574-E565-A893-6CDCF196A793, 1654546863217, 0, 0, NULL
5847, 5, 1654546863, D072EB80-69BA-8BE4-B06F-A0AA7C41659A, 202207, 1, 4, 4D311411-9200-16EE-306E-364B3B38D9B2, NULL, {"version":"A"}, NULL, 1, 1, 1, 0, 5, 1, 439, EB92955C-1574-E565-A893-6CDCF196A793, 1654546863936, 0, 0, NULL
5848, 5, 1654546920, D072EB80-69BA-8BE4-B06F-A0AA7C41659A, 202207, 1, 4, 4D311411-9200-16EE-306E-364B3B38D9B2, NULL, {"won":true "version":"A"}, NULL, 0, 1, 1, 0, 0, 140, 578, EB92955C-1574-E565-A893-6CDCF196A793, 1654546920868, 0, 0, NULL
5849, 6, 1654546920, D072EB80-69BA-8BE4-B06F-A0AA7C41659A, 202207, 1, 4, 1955AAC6-C023-C255-6D2A-DAA707DD1BC7, NULL, {"version":"A"}, NULL, 1, 1, 1, 0, 6, 1, 579, EB92955C-1574-E565-A893-6CDCF196A793, 1654546921441, 0, 0, NULL
